title,abstract,url,classifications
The orbital evolution of Atira asteroids,"Asteroids having perihelion distance q < 1.3 AU are classified as near-Earth objects (NEOs), which are divided into different sub-groups: Vatira-class, Atira-class, Aten-class, Apollo-class, and Amor-class. 2020 AV<SUB>2</SUB>, the first Vatira (Orbiting totally inside Venus' orbit) was discovered by the Twilight project of the Zwicky Transient Facility (ZTF) on 2020 January 4. Upon the discovery of 2020 AV<SUB>2</SUB>, a couple of orbital studies of the short-term orbital evolution of 2020 AV<SUB>2</SUB> have been performed and published (e.g. de la Fuente Marcos & de la Fuente Marcos 2020; Greenstreet 2020). In this work, we performed an assessment of the long-term orbital evolution of known near-Earth objects and known Atiras under the Yarkovsky effect by using the Mercury6 N-body code. We considered not only planetary gravitational perturbation but also the non-gravitational Yarkovsky effect. Our calculation shows that the NEOs have generally two dynamical populations, one short-lived and the other long-lived. From our calculation, the transfer probabilities of Atira-class asteroids to Vatira-class asteroids for the first transition are ~13.1 ± 0.400, ~13.05 ± 0.005, and ~13.25 ± 0.450 ${{\ \rm per\ cent}}$ for different values of the Yarkovsky force (i.e. obliquity of 0, 90, and 180 deg), respectively. It suggests that the radiation force may play some role in the long-term evolution of this asteroid population. Finally, our statistical study implicates that there should be 8.14 ± 0.133 Atira-class asteroids and 1.05 ± 0.075 Vatira-asteroids of the S-type taxonomy.",https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.5921L,[]
Optical studies of a bright Type Iax supernova SN 2020rea,We present optical photometric and spectroscopic analysis of a Type Iax supernova (SN) 2020rea situated at the brighter luminosity end of Type Iax supernovae (SNe). The light curve decline rate of SN 2020rea is Δm<SUB>15</SUB>(g) = 1.31 ± 0.08 mag which is similar to SNe 2012Z and 2005hk. Modelling the pseudo-bolometric light curve with a radiation diffusion model yields a mass of <SUP>56</SUP>Ni of 0.13 ± 0.01 M<SUB>⊙</SUB> and an ejecta mass of 0.77$^{+0.11}_{-0.21}$ M<SUB>⊙</SUB>. Spectral features of SN 2020rea during the photospheric phase show good resemblance with SN 2012Z. TARDIS modelling of the early spectra of SN 2020rea reveals a dominance of Iron Group Elements (IGEs). The photospheric velocity of the Si II line around maximum for SN 2020rea is ~ 6500 km s<SUP>-1</SUP> which is less than the measured velocity of the Fe II line and indicates significant mixing. The observed physical properties of SN 2020rea match with the predictions of pure deflagration model of a Chandrasekhar mass C-O white dwarf. The metallicity of the host galaxy around the SN region is 12 + log(O/H) = 8.56 ± 0.18 dex which is similar to that of SN 2012Z.,https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.5617S,[]
The lure of sirens: joint distance and velocity measurements with third-generation detectors,"The next generation of detectors will detect gravitational waves from binary neutron stars at cosmological distances, for which around a 1000 electromagnetic follow-ups may be observed per year. So far, most work devoted to the expected cosmological impact of these standard sirens employed them only as distance indicators. Only recently their use as tracers of clustering, similar to what already proposed for supernovae, has been studied. Focusing on the expected specifications of the Einstein Telescope (ET), we forecast here the performance on cosmological parameters of future standard sirens as both distance and density indicators, with emphasis on the linear perturbation growth index and on spatial curvature. We improve upon previous studies in a number of ways: a more detailed analysis of available telescope time, the inclusion of more cosmological and nuisance parameters, the Alcock-Paczynski correction, the use of sirens also as both velocity and density tracers, and a more accurate estimation of the distance posterior. We find that the analysis of the clustering of sirens improves the constraints on H<SUB>0</SUB> by 30 per cent and on Ω<SUB>k0</SUB> by over an order of magnitude, with respect to their use merely as distance indicators. With 5 yr of joint ET and Rubin Observatory follow-ups we could reach precision of 0.1 km s<SUP>-1</SUP> Mpc<SUP>-1</SUP> in H<SUB>0</SUB> and 0.02 in Ω<SUB>k0</SUB> using only data in the range 0 < z < 0.5. We also find that the use of sirens as tracers of density, and not only velocity, yields good improvements on the growth of structure constraints.",https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.5449A,[]
Magnetic braking saturates: evidence from the orbital period distribution of low-mass detached eclipsing binaries from ZTF,"We constrain the orbital period (P<SUB>orb</SUB>) distribution of low-mass detached main-sequence eclipsing binaries (EBs) with light-curves from the Zwicky Transient Facility (ZTF), which provides a well-understood selection function and sensitivity to faint stars. At short periods (P<SUB>orb</SUB> ≲ 2 d), binaries are predicted to evolve significantly due to magnetic braking (MB), which shrinks orbits and ultimately brings detached binaries into contact. The period distribution is thus a sensitive probe of MB. We find that the intrinsic period distribution of low-mass (0.1 ≲ M<SUB>1</SUB>/M<SUB>⊙</SUB> < 0.9) binaries is basically flat (${\rm d}N/{\rm d}P_{\rm orb} \propto P_{\rm orb}^0$) from P<SUB>orb</SUB> = 10 d down to the contact limit. This is strongly inconsistent with predictions of classical MB models based on the Skumanich relation, which are widely used in binary evolution calculations and predict ${\rm d}N/{\rm d}P_{\rm orb} \propto P_{\rm orb}^{7/3}$ at short periods. The observed distributions are best reproduced by models in which the magnetic field saturates at short periods with a MB torque that scales roughly as $\dot{J}\propto P_{\rm orb}^{-1}$, as opposed to $\dot{J} \propto P_{\rm orb}^{-3}$ in the standard Skumanich law. We also find no significant difference between the period distributions of binaries containing fully and partially convective stars. Our results confirm that a saturated MB law, which was previously found to describe the spin-down of rapidly rotating isolated M dwarfs, also operates in tidally locked binaries. We advocate using saturated MB models in binary evolution calculations. Our work supports previous suggestions that MB in cataclysmic variables (CVs) is much weaker than assumed in the standard evolutionary model, unless mass transfer leads to significant additional angular momentum loss in CVs.",https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.4916E,[]
SN 2019ein: a Type Ia supernova likely originated from a sub-Chandrasekhar-mass explosion,"We present extensive optical photometric and spectroscopic observations for the nearby Type Ia supernova (SN Ia) 2019ein, spanning the phases from ~3 to ~330 d after the explosion. This SN Ia is characterized by extremely fast expansion at early times, with initial velocities of Si II and Ca II being above ~25 000-30 000 km s<SUP>-1</SUP>. After experiencing an unusually rapid velocity decay, the ejecta velocity dropped to ~13 000 km s<SUP>-1</SUP> around maximum light. Photometrically, SN 2019ein has a moderate post-peak decline rate (Δm<SUB>15</SUB>(B) = 1.35 ± 0.01 mag), while being fainter than normal SNe Ia by about 40 per cent (with $M^{\rm max}_{B} \approx -18.71 \pm 0.15$ mag). The nickel mass synthesized in the explosion is estimated to be 0.27-0.31 M<SUB>⊙</SUB> from the bolometric light curve. Given such a low nickel mass and a relatively high photospheric velocity, we propose that SN 2019ein likely had a sub-Chandrasekhar-mass white dwarf (WD) progenitor, M<SUB>WD</SUB> ≲ 1.22 M<SUB>⊙</SUB>. In this case, the explosion could have been triggered by a double-detonation mechanism, for which 1D and 2D models with WD mass M<SUB>WD</SUB> ≈ 1 M<SUB>⊙</SUB> and a helium shell of 0.01 M<SUB>⊙</SUB> can reasonably produce the observed bolometric light curve and spectra. The predicted asymmetry as a result of double detonation is also favoured by the redshifted Fe II and Ni II lines observed in the nebular-phase spectrum. Possible diversity in origin of high velocity SNe Ia is also discussed.",https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.4098X,[]
The nova KT Eri Is a recurrent nova with a recurrence time-scale of 40-50 yr,"KT Eridani was a very fast nova in 2009 peaking at V = 5.42 mag. We marshal large data sets of photometry to finally work out the nature of KT Eri. From the TESS light curve, as confirmed with our radial velocity curve, we find an orbital period of 2.61595 d. With our 272 spectral energy distributions from simultaneous BVRIJHK measures, the companion star has a temperature of 6200 ± 500 K. Our century-long average in quiescence has V = 14.5. With the Gaia distance (5110$^{+920}_{-430}$ pc), the absolute magnitude is $M_{V_q}$ = +0.7 ± 0.3. We converted this absolute magnitude (corrected to the disc light alone) to accretion rates, $\dot{M}$, with a full integration of the α-disc model. This $\dot{M}$ is very high at 3.5 × 10<SUP>-7</SUP> M<SUB>⊙</SUB> yr<SUP>-1</SUP>. Our search and analysis of archival photographs shows that no eruption occurred from 1928 to 1954 or after 1969. With our analysis of the optical light curve, the X-ray light curve, and the radial velocity curve, we derive a white dwarf mass of 1.25 ± 0.03 M<SUB>⊙</SUB>. With the high white dwarf mass and very-high $\dot{M}$, KT Eri must require a short time to accumulate the required mass to trigger the next nova event. Our detailed calculations give a recurrence time-scale of 12 yr with a total range of 5-50 yr. When combined with the archival constraints, we conclude that the recurrence time-scale must be between 40 and 50 yr. So, KT Eri is certainly a recurrent nova, with the prior eruption remaining undiscovered in a solar gap of coverage from 1959 to 1969.",https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.3864S,[]
"Comprehensive listing of 156 reliable orbital periods for novae, including 49 new periods","I report on a large-scale search for the orbital periods (P) of most known nova systems, by looking for significant, coherent, and stable optical photometric modulation in two or more independent light curves taken mostly from the large surveys of TESS, Kepler, AAVSO, SMARTS, OGLE, ASAS, and ZTF. I have discovered 31 new orbital periods. Further, I have measured new periods for 18 novae with evolved companions, to 30 per cent accuracy, as based on their spectral energy distribution. Also, I have confirmed, improved, and rejected prior claims for P in 46 novae. (As part of this effort, I recognize that 5 novae display 1-3 coherent, significant, and transient periodicities 0.12-4.1 d, with these being mysterious as not being the orbital, spin, or superhump periods). In all, I have compiled a comprehensive list of 156 reliable P values for novae. The histogram of nova periods shows a minimum P at 0.059 h (85 min), and a Period Gap from 0.071 to 0.111 d (1.70-2.66 h). The upper edge of the Period Gap is significantly different between novae (0.111 d), nova-like systems (0.131 d), and dwarf novae (0.141 d). A further issue from the histogram is that 31 per cent of nova systems have evolved companions, for which there has been no models or understanding for their current state or evolution. For the novae with red giant companions, 15-out-of-20 are in the bulge population, despite novae with main-sequence and subgiant companions having bulge fractions near 0.11-0.32.",https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.3640S,[]
Constraints on the Galactic Centre environment from Gaia hypervelocity stars II: The evolved population,"A dynamical encounter between a stellar binary and Sgr A* in the Galactic Centre (GC) can tidally separate the binary and eject one member with a velocity beyond the escape speed of the Milky Way. These hypervelocity stars (HVSs) can offer insight into the stellar populations in the GC environment. In a previous work, our simulations showed that the lack of main sequence HVS candidates with precise astrometric uncertainties and radial velocities in current data releases from the Gaia space mission places a robust upper limit on the ejection rate of HVSs from the GC of $3\times 10^{-2} \, \mathrm{yr^{-1}}$. We improve this constraint in this work by additionally considering the absence of post-main sequence HVSs in Gaia Early Data Release 3 as well as the existence of the HVS candidate S5-HVS1. This evidence offers degenerate joint constraints on the HVS ejection rate and the stellar initial mass function (IMF) in the GC. For a top-heavy GC IMF as suggested by recent works, our modelling motivates an HVS ejection rate of $\eta =0.7_{-0.5}^{+1.5} \times 10^{-4} \, \mathrm{yr^{-1}}$. This preferred ejection rate can be as large as $10^{-2} \, \mathrm{yr^{-1}}$ for a very top-light IMF and as low as 10$^{-4.5} \, \mathrm{yr^{-1}}$ if the IMF is extremely top-heavy. Constraints will improve further with future Gaia data releases, regardless of how many HVS candidates are found therewithin.",https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.3469E,[]
Machine learning-based search for cataclysmic variables within Gaia Science Alerts,"Wide-field time domain facilities detect transient events in large numbers through difference imaging. For example, Zwicky Transient Facility produces alerts for hundreds of thousands of transient events per night, a rate set to be dwarfed by the upcoming Vera C. Rubin Observatory. The automation provided by machine learning (ML) is therefore necessary to classify these events and select the most interesting sources for follow-up observations. Cataclysmic variables (CVs) are a transient class that are numerous, bright, and nearby, providing excellent laboratories for the study of accretion and binary evolution. Here we focus on our use of ML to identify CVs from photometric data of transient sources published by the Gaia Science Alerts (GSA) program - a large, easily accessible resource, not fully explored with ML. Use of light-curve feature extraction techniques and source metadata from the Gaia survey resulted in a random forest model capable of distinguishing CVs from supernovae, active galactic nuclei, and young stellar objects with a 92 per cent precision score and an 85 per cent hit rate. Of 13 280 sources within GSA without an assigned transient classification our model predicts the CV class for ~2800. Spectroscopic observations are underway to classify a statistically significant sample of these targets to validate the performance of the model. This work puts us on a path towards the classification of rare CV subtypes from future wide-field surveys such as the Legacy Survey of Space and Time.",https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.3362M,[]
Radio observations of the Black Hole X-ray Binary EXO 1846-031 re-awakening from a 34-year slumber,"We present radio [1.3 GHz MeerKAT, 4-8 GHz Karl G. Jansky Very Large Array (VLA), and 15.5 GHz Arcminute Microkelvin Imager Large Array (AMI-LA)] and X-ray (Swift and MAXI) data from the 2019 outburst of the candidate Black Hole X-ray Binary (BHXB) EXO 1846-031. We compute a Hardness-Intensity diagram, which shows the characteristic q-shaped hysteresis of BHXBs in outburst. EXO 1846-031 was monitored weekly with MeerKAT and approximately daily with AMI-LA. The VLA observations provide sub-arcsecond-resolution images at key points in the outburst, showing moving radio components. The radio and X-ray light curves broadly follow each other, showing a peak on ~MJD 58702, followed by a short decline before a second peak between ~MJD 58731-58739. We estimate the minimum energy of these radio flares from equipartition, calculating values of E<SUB>min</SUB> ~ 4 × 10<SUP>41</SUP> and 5 × 10<SUP>42</SUP> erg, respectively. The exact date of the return to 'quiescence' is missed in the X-ray and radio observations, but we suggest that it likely occurred between MJD 58887 and 58905. From the Swift X-ray flux on MJD 58905 and assuming the soft-to-hard transition happened at 0.3-3 per cent Eddington, we calculate a distance range of 2.4-7.5 kpc. We computed the radio:X-ray plane for EXO 1846-031 in the 'hard' state, showing that it is most likely a 'radio-quiet' BH, preferentially at 4.5 kpc. Using this distance and a jet inclination angle of θ = 73°, the VLA data place limits on the intrinsic jet speed of β<SUB>int</SUB> = 0.29c, indicating subluminal jet motion.",https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.2801W,[]
Star-spots and magnetism: testing the activity paradigm in the Pleiades and M67,"We measure star-spot filling fractions for 240 stars in the Pleiades and M67 open star clusters using APOGEE high-resolution H-band spectra. For this work, we developed a modified spectroscopic pipeline which solves for star-spot filling fraction and star-spot temperature contrast. We exclude binary stars, finding that the large majority of binaries in these clusters (80 per cent) can be identified from Gaia DR3 and APOGEE criteria - important for field star applications. Our data agree well with independent activity proxies, indicating that this technique recovers real star-spot signals. In the Pleiades, filling fractions saturate at a mean level of 0.248 ± 0.005 for active stars with a decline at slower rotation; we present fitting functions as a function of Rossby number. In M67, we recover low mean filling fractions of 0.030 ± 0.008 and 0.003 ± 0.002 for main sequence GK stars and evolved red giants, respectively, confirming that the technique does not produce spurious spot signals in inactive stars. Star-spots also modify the derived spectroscopic effective temperatures and convective overturn time-scales. Effective temperatures for active stars are offset from inactive ones by -109 ± 11 K, in agreement with the Pecaut & Mamajek empirical scale. Star-spot filling fractions at the level measured in active stars changes their inferred overturn time-scale, which biases the derived threshold for saturation. Finally, we identify a population of stars statistically discrepant from mean activity-Rossby relations and present evidence that these are genuine departures from a Rossby scaling. Our technique is applicable to the full APOGEE catalogue, with broad applications to stellar, galactic, and exoplanetary astrophysics.",https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.2165C,[]
SN 2020wnt: a slow-evolving carbon-rich superluminous supernova with no O II lines and a bumpy light curve,"We present the analysis of SN 2020wnt, an unusual hydrogen-poor superluminous supernova (SLSN-I), at a redshift of 0.032. The light curves of SN 2020wnt are characterized by an early bump lasting ~5 d, followed by a bright main peak. The SN reaches a peak absolute magnitude of M$_{r}^{\rm max}=-20.52\pm 0.03$ mag at ~77.5 d from explosion. This magnitude is at the lower end of the luminosity distribution of SLSNe-I, but the rise-time is one of the longest reported to date. Unlike other SLSNe-I, the spectra of SN 2020wnt do not show O II, but strong lines of C II and Si II are detected. Spectroscopically, SN 2020wnt resembles the Type Ic SN 2007gr, but its evolution is significantly slower. Comparing the bolometric light curve to hydrodynamical models, we find that SN 2020wnt luminosity can be explained by radioactive powering. The progenitor of SN 2020wnt is likely a massive and extended star with a pre-SN mass of 80 M<SUB>⊙</SUB> and a pre-SN radius of 15 R<SUB>⊙</SUB> that experiences a very energetic explosion of 45 × 10<SUP>51</SUP> erg, producing 4 M<SUB>⊙</SUB> of <SUP>56</SUP>Ni. In this framework, the first peak results from a post-shock cooling phase for an extended progenitor, and the luminous main peak is due to a large nickel production. These characteristics are compatible with the pair-instability SN scenario. We note, however, that a significant contribution of interaction with circumstellar material cannot be ruled out.",https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.2056G,[]
